name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Pawel Sasin,58.0,52.33,35.33,45.33,53.67,47.33,60.33,51.33,37.33,53.0,57.33,72.0,67.0,71.0,64.33,74.0,47.33,40.0,84.33,50.0,47.33,51.33,56.33,54.33,50.33,38.33,55.33,49.67,56.67,6.33,5.33,8.33,7.33,8.33,mid
Vejlko Nikitovic,60.0,43.5,30.5,30.5,58.5,49.5,46.0,45.5,44.5,57.5,56.5,60.0,56.0,49.0,48.5,54.0,63.5,52.0,71.0,78.0,55.5,69.5,51.5,35.5,50.5,30.5,62.5,70.0,53.0,11.5,12.5,13.5,15.5,14.5,mid
Marquitos,65.0,68.0,61.0,45.0,63.0,57.0,65.0,66.0,51.0,66.0,72.0,71.0,71.0,71.0,60.0,68.0,60.0,59.0,64.0,51.0,67.0,58.0,43.0,61.0,56.0,59.0,20.0,31.0,30.0,14.0,16.0,11.0,11.0,6.0,mid
Przemyslaw Pitry,61.0,54.0,63.0,56.0,60.0,63.0,63.0,53.0,45.0,51.0,63.0,67.0,64.0,58.0,56.0,59.0,62.0,63.0,61.0,72.0,58.0,52.0,32.0,58.0,59.0,56.0,43.0,44.0,48.0,16.0,11.0,6.0,14.0,15.0,mid
Tomasz Nowak,60.0,60.2,48.2,46.2,65.2,61.2,60.2,69.2,44.2,64.2,67.2,74.0,68.0,84.0,56.2,83.0,53.2,82.0,91.0,57.0,54.2,44.2,63.2,55.2,57.2,57.2,49.2,44.2,46.2,15.2,9.2,7.2,12.2,5.2,mid
Grzegorz Bonin,62.5,68.25,66.25,65.25,63.0,42.25,63.5,68.25,62.25,62.75,60.0,58.5,61.25,56.0,51.25,53.0,82.25,63.0,66.0,71.0,68.25,52.25,44.25,66.25,60.25,61.25,45.25,56.25,55.25,5.25,13.25,7.25,12.25,13.25,mid
Kamil Pozniak,61.0,62.5,60.0,62.5,61.5,53.5,56.5,56.5,51.5,64.5,56.5,75.0,75.0,71.0,54.5,67.0,65.5,68.0,79.0,70.0,62.5,63.5,56.5,69.5,56.5,42.5,22.0,26.5,26.5,9.5,14.5,13.5,6.5,10.5,mid
Lukasz Tyminski,56.67,48.33,51.33,46.33,54.33,37.33,59.33,49.33,45.33,49.33,62.33,60.0,57.33,78.0,69.33,83.0,62.33,34.0,83.0,47.0,49.33,49.33,62.0,46.33,53.33,43.33,48.0,46.33,48.33,13.33,12.33,10.33,11.33,12.33,mid
Radoslaw Pruchnik,58.33,43.33,42.33,64.33,60.33,48.33,64.33,49.33,52.33,57.33,66.67,64.0,66.0,79.0,66.33,62.0,50.33,75.0,93.0,77.0,44.33,48.33,63.33,50.33,63.33,51.33,43.33,30.33,29.33,8.33,8.33,10.33,6.33,8.33,mid
Adrian Basta,64.25,59.75,44.75,49.75,56.75,32.75,51.75,57.75,49.75,55.75,53.75,81.0,77.0,68.0,60.75,60.0,49.75,64.0,72.0,69.75,42.75,67.75,62.75,44.75,28.75,49.75,65.0,63.25,66.0,14.75,9.75,6.75,13.75,15.75,mid
Grzegorz Piesio,56.33,50.0,51.67,48.0,64.67,35.0,59.33,48.0,42.0,57.33,58.0,60.0,61.0,43.0,48.0,51.0,57.0,54.0,63.33,72.0,45.0,45.0,43.0,50.0,53.0,47.0,38.0,51.0,50.0,16.0,7.0,14.0,16.0,6.0,mid
Lukasz Boguslawski,65.25,31.25,66.0,61.75,58.25,63.25,65.0,37.25,39.25,44.25,63.25,73.5,74.25,72.25,64.75,69.0,64.25,74.0,70.0,79.5,53.5,36.25,26.5,66.5,43.25,53.75,23.0,23.75,23.5,5.25,9.25,5.25,11.25,12.25,mid
Krzysztof Danielewicz,56.5,46.5,56.5,31.5,57.5,48.5,67.5,48.5,41.5,61.5,66.5,71.0,70.0,73.0,51.5,62.0,54.5,55.0,59.0,74.0,48.5,46.5,44.5,61.5,56.5,54.5,53.5,57.5,55.5,7.5,6.5,15.5,10.5,10.5,mid
